uni_id,unique_id_count
4146_UOV,363
4660_UOV,315
4046_UOV,239
4030_UOV,314
4008_UOV,210
4331_UOV,73
4307_UOV,43
4040_UOV,180
6017_UOV,44
4112_UOV,320
4006_UOV,349
4005_UOV,239
4215_UOV,136
4828_UOV,296
2204_UOV,343
3334_UOV,213
3344_UOV,127
4001_UOV,270
2653_UOV,362
4155_UOV,344
4150_UOV,343
4151_UOV,340
4011_UOV,336
4152_UOV,332
2724_UOV,331
4013_UOV,330
4130_UOV,323
4133_UOV,323
4137_UOV,322
4142_UOV,315
4167_UOV,308
4007_UOV,308
2652_UOV,307
4002_UOV,304
4831_UOV,303
4009_UOV,302
4823_UOV,298
4820_UOV,297
4156_UOV,294
4815_UOV,293
4830_UOV,291
4129_UOV,290
4057_UOV,287
4138_UOV,286
4139_UOV,286
4808_UOV,285
4047_UOV,279
4131_UOV,275
4134_UOV,273
4015_UOV,272
4132_UOV,264
4153_UOV,262
4140_UOV,260
4019_UOV,259
2654_UOV,256
4127_UOV,253
4149_UOV,252
4048_UOV,247
4806_UOV,243
4049_UOV,242
4024_UOV,241
4124_UOV,241
4014_UOV,240
4055_UOV,239
4012_UOV,239
4060_UOV,235
4824_UOV,234
4829_UOV,234
4121_UOV,232
4809_UOV,231
4145_UOV,230
4807_UOV,230
4826_UOV,230
3328_UOV,227
4110_UOV,226
4144_UOV,225
4813_UOV,225
4063_UOV,225
3337_UOV,224
4817_UOV,224
4147_UOV,224
4038_UOV,222
3429_UOV,219
4018_UOV,219
3431_UOV,218
3340_UOV,217
4816_UOV,216
4655_UOV,214
3351_UOV,213
3330_UOV,212
4101_UOV,211
4037_UOV,210
4148_UOV,210
4136_UOV,210
4833_UOV,209
4804_UOV,209
4108_UOV,208
4825_UOV,208
4158_UOV,208
4801_UOV,206
4812_UOV,206
4105_UOV,204
4045_UOV,204
4126_UOV,203
4834_UOV,203
4113_UOV,202
4822_UOV,200
4123_UOV,199
3439_UOV,199
4028_UOV,197
4043_UOV,194
4811_UOV,194
4160_UOV,192
4064_UOV,191
4107_UOV,190
4050_UOV,189
4056_UOV,188
4120_UOV,187
3446_UOV,183
4602_UOV,182
3433_UOV,182
3336_UOV,179
3333_UOV,178
4104_UOV,177
4663_UOV,177
3353_UOV,176
4653_UOV,173
3329_UOV,172
4116_UOV,171
4032_UOV,171
4665_UOV,170
3428_UOV,170
4004_UOV,169
3441_UOV,169
4062_UOV,169
4035_UOV,168
4654_UOV,167
4604_UOV,161
4164_UOV,160
4059_UOV,160
4065_UOV,159
4023_UOV,159
4103_UOV,159
4608_UOV,158
3341_UOV,157
4102_UOV,156
4135_UOV,153
3338_UOV,153
4034_UOV,152
3345_UOV,152
4222_UOV,151
3440_UOV,151
4174_UOV,151
4176_UOV,150
4226_UOV,150
4118_UOV,150
4054_UOV,149
4175_UOV,149
4163_UOV,149
4308_UOV,148
4159_UOV,146
4111_UOV,146
4657_UOV,146
3432_UOV,146
4117_UOV,145
4003_UOV,144
4216_UOV,143
4223_UOV,141
4606_UOV,140
4020_UOV,140
4154_UOV,140
4603_UOV,139
4224_UOV,137
4212_UOV,137
4227_UOV,137
4172_UOV,136
4228_UOV,136
4052_UOV,136
3342_UOV,136
4026_UOV,136
4814_UOV,135
4221_UOV,134
4207_UOV,133
4225_UOV,133
4229_UOV,132
3331_UOV,132
4650_UOV,131
4122_UOV,130
4651_UOV,129
4609_UOV,129
4601_UOV,128
4803_UOV,127
4611_UOV,127
4021_UOV,126
4810_UOV,125
4039_UOV,125
4610_UOV,124
4805_UOV,123
4042_UOV,123
4607_UOV,123
4058_UOV,121
4821_UOV,120
4835_UOV,119
4832_UOV,116
4668_UOV,116
4661_UOV,111
3430_UOV,108
3343_UOV,108
3352_UOV,106
3437_UOV,103
4664_UOV,101
4656_UOV,101
4669_UOV,101
4667_UOV,100
4666_UOV,100
4036_UOV,99
4066_UOV,99
3443_UOV,98
4658_UOV,98
4652_UOV,97
4662_UOV,95
3339_UOV,95
