uni_id,unique_id_count
1402_GVB,753
1601_GVB,753
2095_GVB,418
2265_GVB,369
1453_GVB,292
2087_GVB,292
1152_GVB,341
2179_GVB,89
1128_GVB,298
2259_GVB,390
3032_GVB,307
2132_GVB,176
2471_GVB,143
1407_GVB,519
2404_GVB,172
2031_GVB,209
1104_GVB,306
1122_GVB,154
1144_GVB,230
1408_GVB,595
1915_GVB,523
2122_GVB,272
2178_GVB,71
2275_GVB,270
1602_GVB,650
1418_GVB,632
1412_GVB,631
1406_GVB,613
1417_GVB,596
1411_GVB,566
1410_GVB,561
1912_GVB,557
1404_GVB,549
1608_GVB,542
1413_GVB,533
1918_GVB,525
370_GVB,497
1917_GVB,497
1414_GVB,494
1906_GVB,490
1914_GVB,486
2262_GVB,481
1157_GVB,478
1607_GVB,477
1907_GVB,468
1910_GVB,463
323_GVB,463
2279_GVB,449
1904_GVB,432
1901_GVB,430
1405_GVB,428
1102_GVB,423
1905_GVB,421
1903_GVB,417
1919_GVB,415
1461_GVB,414
2128_GVB,412
1609_GVB,411
2010_GVB,404
2121_GVB,403
1415_GVB,399
1913_GVB,398
2023_GVB,391
1606_GVB,391
2115_GVB,390
2107_GVB,387
2268_GVB,386
2056_GVB,384
2253_GVB,383
2085_GVB,380
2030_GVB,376
1419_GVB,374
1909_GVB,373
2274_GVB,372
2252_GVB,371
2064_GVB,367
2104_GVB,366
2281_GVB,364
1138_GVB,362
2035_GVB,362
2082_GVB,360
1110_GVB,359
2254_GVB,357
2116_GVB,356
2096_GVB,355
2261_GVB,353
2066_GVB,352
2016_GVB,351
1916_GVB,348
2077_GVB,347
2099_GVB,347
2084_GVB,347
1134_GVB,346
2028_GVB,346
2273_GVB,341
2046_GVB,339
1605_GVB,339
2267_GVB,336
2081_GVB,336
2020_GVB,335
2260_GVB,333
2071_GVB,333
2057_GVB,332
1459_GVB,331
2130_GVB,328
2059_GVB,328
1124_GVB,327
2098_GVB,321
2015_GVB,320
2049_GVB,320
1107_GVB,320
2270_GVB,320
2019_GVB,319
2041_GVB,318
2044_GVB,318
1132_GVB,316
1466_GVB,314
2117_GVB,314
2018_GVB,314
1147_GVB,311
2126_GVB,311
2278_GVB,310
1469_GVB,309
2033_GVB,307
2058_GVB,306
2258_GVB,306
1470_GVB,306
3053_GVB,305
2062_GVB,304
2017_GVB,302
2078_GVB,302
2083_GVB,302
309_GVB,300
1105_GVB,299
2264_GVB,299
2063_GVB,295
2105_GVB,292
2102_GVB,290
2119_GVB,290
2280_GVB,288
2005_GVB,288
2053_GVB,287
2089_GVB,287
2277_GVB,286
2118_GVB,285
2256_GVB,285
2067_GVB,285
2075_GVB,284
2142_GVB,284
2123_GVB,284
2003_GVB,284
2272_GVB,283
2070_GVB,283
1160_GVB,280
1129_GVB,279
2022_GVB,279
2073_GVB,279
2405_GVB,279
1457_GVB,276
2052_GVB,276
2266_GVB,275
2008_GVB,274
2263_GVB,274
1117_GVB,271
3064_GVB,269
2043_GVB,269
2276_GVB,266
2406_GVB,265
2101_GVB,264
1908_GVB,263
2014_GVB,263
2060_GVB,263
2269_GVB,262
2271_GVB,261
2055_GVB,259
337_GVB,259
301_GVB,256
1911_GVB,255
2120_GVB,252
3041_GVB,251
3065_GVB,250
2094_GVB,248
3039_GVB,247
2125_GVB,247
1954_GVB,246
2097_GVB,245
2054_GVB,245
2113_GVB,244
2124_GVB,243
2251_GVB,243
3060_GVB,242
1126_GVB,241
1125_GVB,241
1460_GVB,240
2112_GVB,237
1464_GVB,236
2013_GVB,234
1142_GVB,232
2091_GVB,232
2047_GVB,232
1403_GVB,230
1603_GVB,229
3063_GVB,227
2088_GVB,226
2103_GVB,224
2257_GVB,224
2050_GVB,222
2045_GVB,222
1953_GVB,214
3040_GVB,213
1120_GVB,212
2034_GVB,212
1421_GVB,211
1155_GVB,211
1103_GVB,209
2037_GVB,208
2051_GVB,206
2100_GVB,206
1154_GVB,204
3052_GVB,203
2074_GVB,202
3030_GVB,200
3050_GVB,200
1455_GVB,198
1121_GVB,198
2255_GVB,197
2086_GVB,197
2042_GVB,197
2108_GVB,192
3057_GVB,191
3067_GVB,190
3061_GVB,189
2024_GVB,185
1902_GVB,184
2025_GVB,183
1465_GVB,181
3056_GVB,181
2072_GVB,181
1118_GVB,179
3029_GVB,179
2048_GVB,178
3044_GVB,178
1463_GVB,178
2109_GVB,177
2069_GVB,177
2068_GVB,176
1420_GVB,175
1955_GVB,172
1141_GVB,168
1168_GVB,168
3058_GVB,162
1921_GVB,161
1409_GVB,159
2036_GVB,158
2021_GVB,156
2106_GVB,156
2462_GVB,154
1166_GVB,153
1454_GVB,153
2470_GVB,150
1468_GVB,150
3035_GVB,149
1604_GVB,148
2455_GVB,145
2458_GVB,145
2093_GVB,144
2403_GVB,144
3031_GVB,143
1456_GVB,141
1116_GVB,140
2065_GVB,140
2140_GVB,140
3051_GVB,139
2032_GVB,139
3054_GVB,139
3046_GVB,138
3037_GVB,137
1422_GVB,136
1956_GVB,135
1951_GVB,134
3066_GVB,134
1167_GVB,134
3049_GVB,134
2203_GVB,133
3034_GVB,133
1959_GVB,132
2111_GVB,131
1958_GVB,130
1127_GVB,129
3068_GVB,128
1957_GVB,125
3042_GVB,123
3027_GVB,121
1952_GVB,119
2204_GVB,113
1451_GVB,110
1136_GVB,107
2061_GVB,100
3026_GVB,90
2201_GVB,89
2408_GVB,82
2174_GVB,74
2007_GVB,72
2090_GVB,69
2183_GVB,69
2171_GVB,66
2181_GVB,63
2173_GVB,62
2175_GVB,62
2180_GVB,62
2177_GVB,60
2172_GVB,60
2176_GVB,58
2079_GVB,57
2137_GVB,48
2145_GVB,48
2148_GVB,48
2151_GVB,48
2135_GVB,48
3062_GVB,47
2149_GVB,47
2131_GVB,47
2141_GVB,47
2136_GVB,47
3047_GVB,46
2146_GVB,36
3017_GVB,8
3072_GVB,8
3071_GVB,8
3070_GVB,8
3013_GVB,8
3010_GVB,8
3018_GVB,8
3015_GVB,8
3023_GVB,8
3022_GVB,8
3021_GVB,8
3025_GVB,8
2092_GVB,3
433_GVB,1
