uni_id,unique_id_count
1119_HTM,823
5024_HTM,406
3120_HTM,310
4040_HTM,275
1099_HTM,803
1106_HTM,812
5010_HTM,324
1069_HTM,715
1017_HTM,719
1132_HTM,769
1113_HTM,810
3045_HTM,101
1003_HTM,686
4003_HTM,193
5017_HTM,297
1025_HTM,569
1104_HTM,798
1114_HTM,740
1051_HTM,739
1087_HTM,727
1022_HTM,723
1034_HTM,723
1078_HTM,719
1115_HTM,719
1054_HTM,718
1026_HTM,716
1066_HTM,715
1434_HTM,714
1004_HTM,713
1420_HTM,712
1405_HTM,709
1077_HTM,709
1090_HTM,708
1425_HTM,707
1105_HTM,706
1098_HTM,706
1436_HTM,704
1020_HTM,704
1059_HTM,702
1040_HTM,700
1006_HTM,697
1110_HTM,695
1028_HTM,695
1433_HTM,693
1005_HTM,693
1079_HTM,690
1007_HTM,688
1416_HTM,687
1109_HTM,686
1092_HTM,686
1412_HTM,684
1422_HTM,683
1018_HTM,683
1085_HTM,682
1016_HTM,680
1049_HTM,680
1408_HTM,679
1086_HTM,678
1056_HTM,676
1107_HTM,676
1081_HTM,676
1032_HTM,676
1014_HTM,675
1061_HTM,675
1071_HTM,674
1074_HTM,674
1419_HTM,674
1414_HTM,674
1427_HTM,674
1438_HTM,672
1008_HTM,672
1089_HTM,671
1210_HTM,669
1417_HTM,668
1088_HTM,666
1013_HTM,665
1430_HTM,665
1076_HTM,664
1055_HTM,663
1073_HTM,663
1410_HTM,660
1029_HTM,660
1423_HTM,659
1036_HTM,655
1103_HTM,654
1080_HTM,646
1065_HTM,644
1407_HTM,643
1431_HTM,643
1062_HTM,643
1207_HTM,642
1057_HTM,641
1038_HTM,641
1031_HTM,641
1096_HTM,637
1404_HTM,635
1091_HTM,633
1108_HTM,632
1033_HTM,631
1019_HTM,624
1063_HTM,622
1010_HTM,617
1435_HTM,611
1011_HTM,611
1015_HTM,608
1047_HTM,606
1094_HTM,605
1426_HTM,604
1117_HTM,602
1112_HTM,594
1072_HTM,593
1421_HTM,586
1415_HTM,582
1432_HTM,577
1030_HTM,576
1023_HTM,570
1053_HTM,569
1403_HTM,567
1413_HTM,566
1102_HTM,565
1064_HTM,563
1001_HTM,562
1437_HTM,544
1101_HTM,528
2007_HTM,526
1100_HTM,514
2001_HTM,509
1111_HTM,506
1118_HTM,486
5036_HTM,405
5053_HTM,403
2003_HTM,403
2004_HTM,383
5014_HTM,377
5037_HTM,377
5015_HTM,377
5025_HTM,376
5042_HTM,376
5061_HTM,375
1067_HTM,360
5011_HTM,345
5062_HTM,331
2002_HTM,330
5013_HTM,328
5055_HTM,326
1409_HTM,323
5064_HTM,320
1424_HTM,313
2006_HTM,309
5032_HTM,305
5051_HTM,303
5002_HTM,302
5029_HTM,302
5023_HTM,298
5018_HTM,298
5034_HTM,297
5058_HTM,296
5059_HTM,296
5068_HTM,296
5067_HTM,296
5031_HTM,296
5026_HTM,295
5052_HTM,295
5007_HTM,295
5030_HTM,295
5022_HTM,294
5016_HTM,294
5041_HTM,293
1504_HTM,292
5066_HTM,292
5012_HTM,289
4064_HTM,282
1505_HTM,278
1506_HTM,275
1503_HTM,274
4049_HTM,271
4067_HTM,268
4066_HTM,265
5044_HTM,258
3114_HTM,248
4057_HTM,247
3098_HTM,247
4034_HTM,245
4012_HTM,244
4063_HTM,244
4010_HTM,244
3110_HTM,244
4024_HTM,244
4033_HTM,244
4022_HTM,243
3143_HTM,242
3104_HTM,242
5063_HTM,242
