,Area,A_inhab,G_woz_woni,A_0_15,A_15_25,A_25_45,A_45_65,A_65+,A_nederlan,A_west_mig,A_n_west_m,P_0_15,P_15_25,P_25_45,P_45_65,P_65+,P_nederlan,P_west_mig,P_n_west_m
0,Amsterdam,358160.0,412.46,60161,51810,132225,76839,37125,227526,43833,86801,16.8,14.47,36.92,21.45,10.37,63.53,12.24,24.24
