,Area,A_inhab,G_woz_woni,A_0_15,A_15_25,A_25_45,A_45_65,A_65+,A_nederlan,A_west_mig,A_n_west_m,P_0_15,P_15_25,P_25_45,P_45_65,P_65+,P_nederlan,P_west_mig,P_n_west_m
0,Amsterdam,587285.0,313.11,92796,79250,186971,142206,86062,263310,81659,242316,15.8,13.49,31.84,24.21,14.65,44.84,13.9,41.26
