,Area,A_inhab,G_woz_woni,A_0_15,A_15_25,A_25_45,A_45_65,A_65+,A_nederlan,A_west_mig,A_n_west_m,P_0_15,P_15_25,P_25_45,P_45_65,P_65+,P_nederlan,P_west_mig,P_n_west_m
0,Amsterdam,555465.0,372.33,92852,68238,167193,145088,82094,246179,108922,200364,16.72,12.28,30.1,26.12,14.78,44.32,19.61,36.07
