Area,A_inhab,G_woz_woni,A_0_15,A_15_25,A_25_45,A_45_65,A_65+,A_nederlan,A_west_mig,A_n_west_m,P_0_15,P_15_25,P_25_45,P_45_65,P_65+,P_nederlan,P_west_mig,P_n_west_m
Amsterdam,870375.0,469.21,122388,108308,317250,210345,112084,382106,172655,315614,14.06,12.44,36.45,24.17,12.88,43.9,19.84,36.26
